"","Sample tree ID","Species","Year","Site","Longitude","Latitude","Elevation (m)","Aspect (degrees)","Terrain slope (%)","Stem diameter (cm)","Age (years)","Ring width (mm)","Date collected (month/day/year)"
"13799","SIF0611131028ES","Picea engelmannii",2011,"San Isabel National Forest ",-105.0330346,37.88184389,3355,215,55,38.84,121,0.676,"6/11/13"
"13820","SIF0611131204ES","Picea engelmannii",1992,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,29.63,87,1.105,"6/11/13"
"13821","SIF0611131204ES","Picea engelmannii",1993,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,29.85,88,1.3,"6/11/13"
"13822","SIF0611131204ES","Picea engelmannii",1994,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,30.11,89,1.274,"6/11/13"
"13823","SIF0611131204ES","Picea engelmannii",1995,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,30.37,90,1.026,"6/11/13"
"13824","SIF0611131204ES","Picea engelmannii",1996,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,30.57,91,1.25,"6/11/13"
"13825","SIF0611131204ES","Picea engelmannii",1997,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,30.82,92,1.225,"6/11/13"
"13826","SIF0611131204ES","Picea engelmannii",1998,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,31.07,93,1.109,"6/11/13"
"13827","SIF0611131204ES","Picea engelmannii",1999,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,31.29,94,1.138,"6/11/13"
"13828","SIF0611131204ES","Picea engelmannii",2000,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,31.51,95,1.733,"6/11/13"
"13829","SIF0611131204ES","Picea engelmannii",2001,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,31.86,96,1.73,"6/11/13"
"13830","SIF0611131204ES","Picea engelmannii",2002,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,32.21,97,1.581,"6/11/13"
"13831","SIF0611131204ES","Picea engelmannii",2003,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,32.52,98,1.202,"6/11/13"
"13832","SIF0611131204ES","Picea engelmannii",2004,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,32.76,99,1.204,"6/11/13"
"13833","SIF0611131204ES","Picea engelmannii",2005,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,33,100,1.515,"6/11/13"
"13834","SIF0611131204ES","Picea engelmannii",2006,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,33.31,101,1.392,"6/11/13"
"13835","SIF0611131204ES","Picea engelmannii",2007,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,33.59,102,1.177,"6/11/13"
"13836","SIF0611131204ES","Picea engelmannii",2008,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,33.82,103,1.418,"6/11/13"
"13837","SIF0611131204ES","Picea engelmannii",2009,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,34.11,104,1.458,"6/11/13"
"13838","SIF0611131204ES","Picea engelmannii",2010,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,34.4,105,1.49,"6/11/13"
"13839","SIF0611131204ES","Picea engelmannii",2011,"San Isabel National Forest ",-105.0149555,37.89090571,3547,4,13,34.69,106,1.673,"6/11/13"
"13860","SIF0611131412ES","Picea engelmannii",1992,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,51.16,152,0.892,"6/11/13"
"13861","SIF0611131412ES","Picea engelmannii",1993,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,51.34,153,0.99,"6/11/13"
"13862","SIF0611131412ES","Picea engelmannii",1994,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,51.54,154,1.138,"6/11/13"
"13863","SIF0611131412ES","Picea engelmannii",1995,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,51.76,155,1.035,"6/11/13"
"13864","SIF0611131412ES","Picea engelmannii",1996,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,51.97,156,0.783,"6/11/13"
"13865","SIF0611131412ES","Picea engelmannii",1997,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,52.13,157,0.891,"6/11/13"
"13866","SIF0611131412ES","Picea engelmannii",1998,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,52.3,158,1.162,"6/11/13"
"13867","SIF0611131412ES","Picea engelmannii",1999,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,52.54,159,1.069,"6/11/13"
"13868","SIF0611131412ES","Picea engelmannii",2000,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,52.75,160,0.958,"6/11/13"
"13869","SIF0611131412ES","Picea engelmannii",2001,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,52.94,161,0.904,"6/11/13"
"13870","SIF0611131412ES","Picea engelmannii",2002,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,53.12,162,0.086,"6/11/13"
"13871","SIF0611131412ES","Picea engelmannii",2003,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,53.14,163,1.307,"6/11/13"
"13872","SIF0611131412ES","Picea engelmannii",2004,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,53.4,164,0.977,"6/11/13"
"13873","SIF0611131412ES","Picea engelmannii",2005,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,53.6,165,0.952,"6/11/13"
"13874","SIF0611131412ES","Picea engelmannii",2006,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,53.79,166,0.381,"6/11/13"
"13875","SIF0611131412ES","Picea engelmannii",2007,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,53.86,167,1.248,"6/11/13"
"13876","SIF0611131412ES","Picea engelmannii",2008,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,54.11,168,0.901,"6/11/13"
"13877","SIF0611131412ES","Picea engelmannii",2009,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,54.29,169,1.038,"6/11/13"
"13878","SIF0611131412ES","Picea engelmannii",2010,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,54.5,170,0.922,"6/11/13"
"13879","SIF0611131412ES","Picea engelmannii",2011,"San Isabel National Forest ",-105.0382976,37.87782246,3141,308,72,54.69,171,0.405,"6/11/13"
"13900","SIF0611131441ES","Picea engelmannii",1992,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,17.29,92,0.908,"6/11/13"
"13901","SIF0611131441ES","Picea engelmannii",1993,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,17.47,93,1.256,"6/11/13"
"13902","SIF0611131441ES","Picea engelmannii",1994,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,17.72,94,1.115,"6/11/13"
"13903","SIF0611131441ES","Picea engelmannii",1995,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,17.94,95,0.927,"6/11/13"
"13904","SIF0611131441ES","Picea engelmannii",1996,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,18.13,96,1.086,"6/11/13"
"13905","SIF0611131441ES","Picea engelmannii",1997,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,18.34,97,0.868,"6/11/13"
"13906","SIF0611131441ES","Picea engelmannii",1998,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,18.52,98,0.982,"6/11/13"
"13907","SIF0611131441ES","Picea engelmannii",1999,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,18.71,99,1.097,"6/11/13"
"13908","SIF0611131441ES","Picea engelmannii",2000,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,18.93,100,1.758,"6/11/13"
"13909","SIF0611131441ES","Picea engelmannii",2001,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,19.29,101,1.59,"6/11/13"
"13910","SIF0611131441ES","Picea engelmannii",2002,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,19.6,102,0.714,"6/11/13"
"13911","SIF0611131441ES","Picea engelmannii",2003,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,19.75,103,0.73,"6/11/13"
"13912","SIF0611131441ES","Picea engelmannii",2004,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,19.89,104,0.789,"6/11/13"
"13913","SIF0611131441ES","Picea engelmannii",2005,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,20.05,105,1.117,"6/11/13"
"13914","SIF0611131441ES","Picea engelmannii",2006,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,20.27,106,1.079,"6/11/13"
"13915","SIF0611131441ES","Picea engelmannii",2007,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,20.49,107,0.868,"6/11/13"
"13916","SIF0611131441ES","Picea engelmannii",2008,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,20.66,108,1.011,"6/11/13"
"13917","SIF0611131441ES","Picea engelmannii",2009,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,20.86,109,1.196,"6/11/13"
"13918","SIF0611131441ES","Picea engelmannii",2010,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,21.1,110,1.286,"6/11/13"
"13919","SIF0611131441ES","Picea engelmannii",2011,"San Isabel National Forest ",-105.0156714,37.88760684,3598,18,38,21.36,111,1.284,"6/11/13"
"13920","SIF0611131742ES","Picea engelmannii",1992,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,21.55,47,2.734,"6/11/13"
"13921","SIF0611131742ES","Picea engelmannii",1993,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,22.09,48,2.586,"6/11/13"
"13922","SIF0611131742ES","Picea engelmannii",1994,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,22.61,49,2.224,"6/11/13"
"13923","SIF0611131742ES","Picea engelmannii",1995,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,23.06,50,2.115,"6/11/13"
"13924","SIF0611131742ES","Picea engelmannii",1996,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,23.48,51,2.36,"6/11/13"
"13925","SIF0611131742ES","Picea engelmannii",1997,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,23.95,52,2.426,"6/11/13"
"13926","SIF0611131742ES","Picea engelmannii",1998,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,24.44,53,2.897,"6/11/13"
"13927","SIF0611131742ES","Picea engelmannii",1999,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,25.01,54,2.708,"6/11/13"
"13928","SIF0611131742ES","Picea engelmannii",2000,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,25.56,55,2.68,"6/11/13"
"13929","SIF0611131742ES","Picea engelmannii",2001,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,26.09,56,2.828,"6/11/13"
"13930","SIF0611131742ES","Picea engelmannii",2002,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,26.66,57,0.978,"6/11/13"
"13931","SIF0611131742ES","Picea engelmannii",2003,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,26.85,58,1.685,"6/11/13"
"13932","SIF0611131742ES","Picea engelmannii",2004,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,27.19,59,1.913,"6/11/13"
"13933","SIF0611131742ES","Picea engelmannii",2005,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,27.57,60,2.502,"6/11/13"
"13934","SIF0611131742ES","Picea engelmannii",2006,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,28.07,61,1.468,"6/11/13"
"13935","SIF0611131742ES","Picea engelmannii",2007,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,28.37,62,1.811,"6/11/13"
"13936","SIF0611131742ES","Picea engelmannii",2008,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,28.73,63,2.271,"6/11/13"
"13937","SIF0611131742ES","Picea engelmannii",2009,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,29.18,64,2.309,"6/11/13"
"13938","SIF0611131742ES","Picea engelmannii",2010,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,29.64,65,2.19,"6/11/13"
"13939","SIF0611131742ES","Picea engelmannii",2011,"San Isabel National Forest ",-105.0224935,37.88325241,3532,222,30,30.08,66,1.96,"6/11/13"
"13940","SIF0612130840ES","Picea engelmannii",1992,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,11.6,48,1.72,"6/12/13"
"13941","SIF0612130840ES","Picea engelmannii",1993,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,11.95,49,1.69,"6/12/13"
"13942","SIF0612130840ES","Picea engelmannii",1994,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,12.29,50,2.003,"6/12/13"
"13943","SIF0612130840ES","Picea engelmannii",1995,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,12.69,51,1.748,"6/12/13"
"13944","SIF0612130840ES","Picea engelmannii",1996,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,13.04,52,2.04,"6/12/13"
"13945","SIF0612130840ES","Picea engelmannii",1997,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,13.44,53,1.865,"6/12/13"
"13946","SIF0612130840ES","Picea engelmannii",1998,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,13.82,54,2.274,"6/12/13"
"13947","SIF0612130840ES","Picea engelmannii",1999,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,14.27,55,2.084,"6/12/13"
"13948","SIF0612130840ES","Picea engelmannii",2000,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,14.69,56,2.015,"6/12/13"
"13949","SIF0612130840ES","Picea engelmannii",2001,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,15.09,57,1.577,"6/12/13"
"13950","SIF0612130840ES","Picea engelmannii",2002,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,15.41,58,0.354,"6/12/13"
"13951","SIF0612130840ES","Picea engelmannii",2003,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,15.48,59,1.487,"6/12/13"
"13952","SIF0612130840ES","Picea engelmannii",2004,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,15.78,60,1.678,"6/12/13"
"13953","SIF0612130840ES","Picea engelmannii",2005,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,16.11,61,1.462,"6/12/13"
"13954","SIF0612130840ES","Picea engelmannii",2006,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,16.4,62,0.991,"6/12/13"
"13955","SIF0612130840ES","Picea engelmannii",2007,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,16.6,63,1.669,"6/12/13"
"13956","SIF0612130840ES","Picea engelmannii",2008,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,16.94,64,2.086,"6/12/13"
"13957","SIF0612130840ES","Picea engelmannii",2009,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,17.35,65,1.97,"6/12/13"
"13958","SIF0612130840ES","Picea engelmannii",2010,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,17.75,66,1.648,"6/12/13"
"13959","SIF0612130840ES","Picea engelmannii",2011,"San Isabel National Forest ",-105.0153162,37.87505166,3541,58,28,18.08,67,0.922,"6/12/13"
"13960","SIF0612130900ES","Picea engelmannii",1992,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,23.95,82,1.093,"6/12/13"
"13961","SIF0612130900ES","Picea engelmannii",1993,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,24.16,83,1.216,"6/12/13"
"13962","SIF0612130900ES","Picea engelmannii",1994,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,24.41,84,1.036,"6/12/13"
"13963","SIF0612130900ES","Picea engelmannii",1995,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,24.61,85,1.05,"6/12/13"
"13964","SIF0612130900ES","Picea engelmannii",1996,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,24.82,86,1.111,"6/12/13"
"13965","SIF0612130900ES","Picea engelmannii",1997,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,25.05,87,0.918,"6/12/13"
"13966","SIF0612130900ES","Picea engelmannii",1998,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,25.23,88,1.006,"6/12/13"
"13967","SIF0612130900ES","Picea engelmannii",1999,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,25.43,89,0.842,"6/12/13"
"13968","SIF0612130900ES","Picea engelmannii",2000,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,25.6,90,0.944,"6/12/13"
"13969","SIF0612130900ES","Picea engelmannii",2001,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,25.79,91,0.887,"6/12/13"
"13970","SIF0612130900ES","Picea engelmannii",2002,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,25.97,92,0.892,"6/12/13"
"13971","SIF0612130900ES","Picea engelmannii",2003,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,26.14,93,0.844,"6/12/13"
"13972","SIF0612130900ES","Picea engelmannii",2004,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,26.31,94,0.968,"6/12/13"
"13973","SIF0612130900ES","Picea engelmannii",2005,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,26.51,95,0.98,"6/12/13"
"13974","SIF0612130900ES","Picea engelmannii",2006,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,26.7,96,1.082,"6/12/13"
"13975","SIF0612130900ES","Picea engelmannii",2007,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,26.92,97,1.087,"6/12/13"
"13976","SIF0612130900ES","Picea engelmannii",2008,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,27.14,98,1.317,"6/12/13"
"13977","SIF0612130900ES","Picea engelmannii",2009,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,27.4,99,1.51,"6/12/13"
"13978","SIF0612130900ES","Picea engelmannii",2010,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,27.7,100,1.415,"6/12/13"
"13979","SIF0612130900ES","Picea engelmannii",2011,"San Isabel National Forest ",-105.0248988,37.90031366,3594,62,33,27.99,101,1.612,"6/12/13"
"13980","SIF0612131102ES","Picea engelmannii",1992,"San Isabel National Forest ",-105.0061509,37.86844589,3477,116,65,14.56,33,3.353,"6/12/13"
"13981","SIF0612131102ES","Picea engelmannii",1993,"San Isabel National Forest ",-105.0061509,37.86844589,3477,116,65,15.23,34,2.861,"6/12/13"
"13982","SIF0612131102ES","Picea engelmannii",1994,"San Isabel National Forest ",-105.0061509,37.86844589,3477,116,65,15.8,35,2.803,"6/12/13"
"13983","SIF0612131102ES","Picea engelmannii",1995,"San Isabel National Forest ",-105.0061509,37.86844589,3477,116,65,16.36,36,3.136,"6/12/13"
"13984","SIF0612131102ES","Picea engelmannii",1996,"San Isabel National Forest ",-105.0061509,37.86844589,3477,116,65,16.99,37,2.578,"6/12/13"
"13985","SIF0612131102ES","Picea engelmannii",1997,"San Isabel National Forest ",-105.0061509,37.86844589,3477,116,65,17.51,38,2.22,"6/12/13"
"13986","SIF0612131102ES","Picea engelmannii",1998,"San Isabel National Forest ",-105.0061509,37.86844589,3477,116,65,17.95,39,3.045,"6/12/13"
"13987","SIF0612131102ES","Picea engelmannii",1999,"San Isabel National Forest ",-105.0061509,37.86844589,3477,116,65,18.56,40,2.966,"6/12/13"
"13988","SIF0612131102ES","Picea engelmannii",2000,"San Isabel National Forest ",-105.0061509,37.86844589,3477,116,65,19.15,41,2.789,"6/12/13"
"13989","SIF0612131102ES","Picea engelmannii",2001,"San Isabel National Forest ",-105.0061509,37.86844589,3477,116,65,19.71,42,2.11,"6/12/13"
"13990","SIF0612131102ES","Picea engelmannii",2002,"San Isabel National Forest ",-105.0061509,37.86844589,3477,116,65,20.13,43,1.591,"6/12/13"
"13991","SIF0612131102ES","Picea engelmannii",2003,"San Isabel National Forest ",-105.0061509,37.86844589,3477,116,65,20.45,44,1.923,"6/12/13"
"13992","SIF0612131102ES","Picea engelmannii",2004,"San Isabel National Forest ",-105.0061509,37.86844589,3477,116,65,20.84,45,1.866,"6/12/13"
